# SPDX-FileCopyrightText: 2026 Anton Lem <antonlem78@gmail.com>
# SPDX-License-Identifier: Apache-2.0
# JMH version: 1.37
# VM version: JDK 21.0.8, OpenJDK 64-Bit Server VM, 21.0.8+9-LTS
# VM invoker: C:\Program Files\Microsoft\jdk-21.0.8.9-hotspot\bin\java.exe
# VM options: -Xms1g -Xmx1g -XX:+UseG1GC -Dfile.encoding=UTF-8 -Duser.language=en -Duser.country=US -Duser.timezone=UTC -Dprinter.lab.corpus=W:\JHarmonizer\core\printer-lab\target\measurement-0f6aa72d\candidate-run\corpus
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize
# Parameters: (workload = fixtures)

# Run progress: 0.00% complete, ETA 00:03:00
# Fork: 1 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 2105.450 ops/s
# Warmup Iteration   2: 3862.074 ops/s
# Warmup Iteration   3: 10109.771 ops/s
# Warmup Iteration   4: 14147.031 ops/s
# Warmup Iteration   5: 12438.592 ops/s
                 gc.time:                                       25.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1562.250 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2909.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8574.000 KiB
                 mempool.Compressed Class Space.used:           4453.219 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17546.883 KiB
                 mempool.G1 Survivor Space.used:                75.438 KiB
                 mempool.Metaspace.used:                        33903.516 KiB
                 mempool.total.codeheap.used:                   13045.375 KiB
                 mempool.total.used:                            696736.430 KiB

Iteration   5: 29619.487 ops/s
                 gc.alloc.rate:                                 3253.153 MB/sec
                 gc.alloc.rate.norm:                            116513.160 B/op
                 gc.count:                                      11.000 counts
                 gc.time:                                       24.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1561.500 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2911.875 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8615.625 KiB
                 mempool.Compressed Class Space.used:           4453.727 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17554.945 KiB
                 mempool.G1 Survivor Space.used:                83.641 KiB
                 mempool.Metaspace.used:                        33917.781 KiB
                 mempool.total.codeheap.used:                   13089.000 KiB
                 mempool.total.used:                            696811.094 KiB


# Run progress: 41.67% complete, ETA 00:03:17
# Fork: 3 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 6909.860 ops/s
# Warmup Iteration   2: 12929.895 ops/s
# Warmup Iteration   3: 13594.940 ops/s
# Warmup Iteration   4: 19147.213 ops/s
# Warmup Iteration   5: 25604.874 ops/s
Iteration   1: 27184.736 ops/s
                 gc.alloc.rate:                                 3012.697 MB/sec
                 gc.alloc.rate.norm:                            116368.119 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1565.500 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2960.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8548.375 KiB
                 mempool.Compressed Class Space.used:           4433.359 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17344.383 KiB
                 mempool.G1 Survivor Space.used:                279.875 KiB
                 mempool.Metaspace.used:                        33800.344 KiB
                 mempool.total.codeheap.used:                   13074.250 KiB
                 mempool.total.used:                            696644.211 KiB

Iteration   2: 26471.536 ops/s
                 gc.alloc.rate:                                 2921.548 MB/sec
                 gc.alloc.rate.norm:                            116345.373 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1563.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2965.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8588.250 KiB
                 mempool.Compressed Class Space.used:           4434.422 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17362.008 KiB
                 mempool.G1 Survivor Space.used:                77.047 KiB
                 mempool.Metaspace.used:                        33819.148 KiB
                 mempool.total.codeheap.used:                   13116.500 KiB
                 mempool.total.used:                            696521.125 KiB

Iteration   3: 26633.201 ops/s
                 gc.alloc.rate:                                 2944.334 MB/sec
                 gc.alloc.rate.norm:                            116344.953 B/op
                 gc.count:                                      11.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1563.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2967.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8592.250 KiB
                 mempool.Compressed Class Space.used:           4434.422 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17378.133 KiB
                 mempool.G1 Survivor Space.used:                75.125 KiB
                 mempool.Metaspace.used:                        33821.008 KiB
                 mempool.total.codeheap.used:                   13123.375 KiB
                 mempool.total.used:                            696544.063 KiB

Iteration   4: 26788.668 ops/s
                 gc.alloc.rate:                                 2951.978 MB/sec
                 gc.alloc.rate.norm:                            116344.893 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       26.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1563.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2969.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8622.125 KiB
                 mempool.Compressed Class Space.used:           4434.422 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17388.211 KiB
                 mempool.G1 Survivor Space.used:                67.969 KiB
                 mempool.Metaspace.used:                        33833.023 KiB
                 mempool.total.codeheap.used:                   13155.250 KiB
                 mempool.total.used:                            696590.875 KiB

Iteration   5: 25428.950 ops/s
                 gc.alloc.rate:                                 2767.030 MB/sec
                 gc.alloc.rate.norm:                            116568.870 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       19.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1564.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 2977.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     8686.625 KiB
                 mempool.Compressed Class Space.used:           4434.930 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       17396.273 KiB
                 mempool.G1 Survivor Space.used:                83.016 KiB
                 mempool.Metaspace.used:                        33848.039 KiB
                 mempool.total.codeheap.used:                   13229.125 KiB
                 mempool.total.used:                            696703.383 KiB



Result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize":
  27923.374 ±(99.9%) 1909.833 ops/s [Average]
  (min, avg, max) = (24180.823, 27923.374, 30039.417), stdev = 1786.459
  CI (99.9%): [26013.541, 29833.208] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate":
  3081.411 ±(99.9%) 215.328 MB/sec [Average]
  (min, avg, max) = (2675.421, 3081.411, 3319.782), stdev = 201.418
  CI (99.9%): [2866.084, 3296.739] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate.norm":
  116384.702 ±(99.9%) 95.098 B/op [Average]
  (min, avg, max) = (116320.962, 116384.702, 116575.998), stdev = 88.955
  CI (99.9%): [116289.604, 116479.801] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.count":
  158.000 ±(99.9%) 0.001 counts [Sum]
  (min, avg, max) = (9.000, 10.533, 12.000), stdev = 0.743
  CI (99.9%): [158.000, 158.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.time":
  347.000 ±(99.9%) 0.001 ms [Sum]
  (min, avg, max) = (19.000, 23.133, 26.000), stdev = 1.995
  CI (99.9%): [347.000, 347.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used":
  1575.875 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (1546.875, 1562.033, 1575.875), stdev = 6.805
  CI (99.9%): [1575.875, 1575.875] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used":
  2977.750 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (2796.750, 2892.650, 2977.750), stdev = 70.002
  CI (99.9%): [2977.750, 2977.750] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used":
  8686.625 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (8501.125, 8598.442, 8686.625), stdev = 52.826
  CI (99.9%): [8686.625, 8686.625] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Compressed Class Space.used":
  4498.813 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (4433.359, 4461.871, 4498.813), stdev = 27.752
  CI (99.9%): [4498.813, 4498.813] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Eden Space.used":
  627712.000 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (627712.000, 627712.000, 627712.000), stdev = 0.001
  CI (99.9%): [627712.000, 627712.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Old Gen.used":
  17787.883 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (17344.383, 17558.402, 17787.883), stdev = 167.371
  CI (99.9%): [17787.883, 17787.883] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.G1 Survivor Space.used":
  279.875 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (67.969, 91.889, 279.875), stdev = 52.211
  CI (99.9%): [279.875, 279.875] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.Metaspace.used":
  34057.969 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (33800.344, 33918.798, 34057.969), stdev = 92.423
  CI (99.9%): [34057.969, 34057.969] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.codeheap.used":
  13229.125 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (12948.500, 13053.125, 13229.125), stdev = 79.035
  CI (99.9%): [13229.125, 13229.125] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.total.used":
  697201.539 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (696521.125, 696796.084, 697201.539), stdev = 229.919
  CI (99.9%): [697201.539, 697201.539] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.8, OpenJDK 64-Bit Server VM, 21.0.8+9-LTS
# VM invoker: C:\Program Files\Microsoft\jdk-21.0.8.9-hotspot\bin\java.exe
# VM options: -Xms1g -Xmx1g -XX:+UseG1GC -Dfile.encoding=UTF-8 -Duser.language=en -Duser.country=US -Duser.timezone=UTC -Dprinter.lab.corpus=W:\JHarmonizer\core\printer-lab\target\measurement-0f6aa72d\candidate-run\corpus
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize
# Parameters: (workload = flat1024)

# Run progress: 50.00% complete, ETA 00:02:46
# Fork: 1 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 2777.190 ops/s
# Warmup Iteration   2: 3009.312 ops/s
# Warmup Iteration   3: 2458.466 ops/s
# Warmup Iteration   4: 3339.885 ops/s
# Warmup Iteration   5: 3438.266 ops/s
Iteration   1: 3439.770 ops/s
                 gc.alloc.rate:                                 3001.020 MB/sec
                 gc.alloc.rate.norm:                            920253.144 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1553.250 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3927.125 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9812.250 KiB
                 mempool.Compressed Class Space.used:           4307.578 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26312.945 KiB
                 mempool.G1 Survivor Space.used:                509.570 KiB
                 mempool.Metaspace.used:                        33683.758 KiB
                 mempool.total.codeheap.used:                   15292.625 KiB
                 mempool.total.used:                            707818.477 KiB

Iteration   2: 3421.027 ops/s
                 gc.alloc.rate:                                 2998.104 MB/sec
                 gc.alloc.rate.norm:                            920253.205 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1567.625 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3932.625 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9844.625 KiB
                 mempool.Compressed Class Space.used:           4308.641 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26326.539 KiB
                 mempool.G1 Survivor Space.used:                475.305 KiB
                 mempool.Metaspace.used:                        33695.781 KiB
                 mempool.total.codeheap.used:                   15344.875 KiB
                 mempool.total.used:                            707863.141 KiB

Iteration   3: 3467.178 ops/s
                 gc.alloc.rate:                                 3030.589 MB/sec
                 gc.alloc.rate.norm:                            920253.201 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       22.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1553.250 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3932.625 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9859.250 KiB
                 mempool.Compressed Class Space.used:           4308.641 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26346.070 KiB
                 mempool.G1 Survivor Space.used:                496.453 KiB
                 mempool.Metaspace.used:                        33699.859 KiB
                 mempool.total.codeheap.used:                   15345.125 KiB
                 mempool.total.used:                            707908.148 KiB

Iteration   4: 3396.615 ops/s
                 gc.alloc.rate:                                 2973.852 MB/sec
                 gc.alloc.rate.norm:                            920253.318 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1553.250 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3933.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9896.750 KiB
                 mempool.Compressed Class Space.used:           4308.641 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26350.102 KiB
                 mempool.G1 Survivor Space.used:                468.664 KiB
                 mempool.Metaspace.used:                        33707.367 KiB
                 mempool.total.codeheap.used:                   15383.375 KiB
                 mempool.total.used:                            707930.148 KiB

Iteration   5: 3421.209 ops/s
                 gc.alloc.rate:                                 2927.117 MB/sec
                 gc.alloc.rate.norm:                            933269.199 B/op
                 gc.count:                                      11.000 counts
                 gc.time:                                       28.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1587.750 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3957.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9950.000 KiB
                 mempool.Compressed Class Space.used:           4309.148 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26356.148 KiB
                 mempool.G1 Survivor Space.used:                515.016 KiB
                 mempool.Metaspace.used:                        33720.625 KiB
                 mempool.total.codeheap.used:                   15495.500 KiB
                 mempool.total.used:                            708108.438 KiB


# Run progress: 58.33% complete, ETA 00:02:22
# Fork: 2 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 2784.845 ops/s
# Warmup Iteration   2: 2983.338 ops/s
# Warmup Iteration   3: 2334.460 ops/s
# Warmup Iteration   4: 2967.746 ops/s
# Warmup Iteration   5: 3163.532 ops/s
Iteration   1: 3189.820 ops/s
                 gc.alloc.rate:                                 2792.721 MB/sec
                 gc.alloc.rate.norm:                            920253.528 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       18.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1548.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3847.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9547.625 KiB
                 mempool.Compressed Class Space.used:           4409.930 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26044.992 KiB
                 mempool.G1 Survivor Space.used:                481.789 KiB
                 mempool.Metaspace.used:                        33917.953 KiB
                 mempool.total.codeheap.used:                   14943.500 KiB
                 mempool.total.used:                            707510.164 KiB

Iteration   2: 3109.804 ops/s
                 gc.alloc.rate:                                 2724.928 MB/sec
                 gc.alloc.rate.norm:                            920253.643 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1562.500 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3852.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9585.625 KiB
                 mempool.Compressed Class Space.used:           4410.992 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26058.586 KiB
                 mempool.G1 Survivor Space.used:                525.172 KiB
                 mempool.Metaspace.used:                        33931.891 KiB
                 mempool.total.codeheap.used:                   15000.875 KiB
                 mempool.total.used:                            707639.516 KiB

Iteration   3: 2244.889 ops/s
                 gc.alloc.rate:                                 1970.667 MB/sec
                 gc.alloc.rate.norm:                            920255.423 B/op
                 gc.count:                                      8.000 counts
                 gc.time:                                       23.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1548.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3852.750 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9590.875 KiB
                 mempool.Compressed Class Space.used:           4410.992 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26076.102 KiB
                 mempool.G1 Survivor Space.used:                446.836 KiB
                 mempool.Metaspace.used:                        33933.805 KiB
                 mempool.total.codeheap.used:                   14991.750 KiB
                 mempool.total.used:                            707571.484 KiB

Iteration   4: 1522.496 ops/s
                 gc.alloc.rate:                                 1353.200 MB/sec
                 gc.alloc.rate.norm:                            920258.933 B/op
                 gc.count:                                      4.000 counts
                 gc.time:                                       9.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1548.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3853.500 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9613.625 KiB
                 mempool.Compressed Class Space.used:           4410.992 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26076.102 KiB
                 mempool.G1 Survivor Space.used:                530.969 KiB
                 mempool.Metaspace.used:                        33941.094 KiB
                 mempool.total.codeheap.used:                   15015.250 KiB
                 mempool.total.used:                            707686.406 KiB

Iteration   5: 1479.193 ops/s
                 gc.alloc.rate:                                 1191.737 MB/sec
                 gc.alloc.rate.norm:                            947407.200 B/op
                 gc.count:                                      5.000 counts
                 gc.time:                                       48.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1565.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3865.875 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     9693.375 KiB
                 mempool.Compressed Class Space.used:           4411.500 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       26080.133 KiB
                 mempool.G1 Survivor Space.used:                530.969 KiB
                 mempool.Metaspace.used:                        33957.492 KiB
                 mempool.total.codeheap.used:                   15124.375 KiB
                 mempool.total.used:                            707816.469 KiB


# Run progress: 66.67% complete, ETA 00:01:55
# Fork: 3 of 3
Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
# Warmup Iteration   1: 2425.995 ops/s
# Warmup Iteration   2: 2514.945 ops/s
# Warmup Iteration   3: 2252.268 ops/s
# Warmup Iteration   4: 2852.662 ops/s
# Warmup Iteration   5: 2782.599 ops/s
Iteration   1: 3016.113 ops/s
                 gc.alloc.rate:                                 2625.791 MB/sec
                 gc.alloc.rate.norm:                            920301.856 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       20.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1564.625 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3622.625 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10139.625 KiB
                 mempool.Compressed Class Space.used:           4351.625 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       25571.609 KiB
                 mempool.G1 Survivor Space.used:                490.570 KiB
                 mempool.Metaspace.used:                        33833.852 KiB
                 mempool.total.codeheap.used:                   15326.875 KiB
                 mempool.total.used:                            707286.531 KiB

Iteration   2: 2979.391 ops/s
                 gc.alloc.rate:                                 2590.133 MB/sec
                 gc.alloc.rate.norm:                            920301.896 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1565.000 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3628.375 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10185.250 KiB
                 mempool.Compressed Class Space.used:           4352.688 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       25589.234 KiB
                 mempool.G1 Survivor Space.used:                495.352 KiB
                 mempool.Metaspace.used:                        33856.602 KiB
                 mempool.total.codeheap.used:                   15378.625 KiB
                 mempool.total.used:                            707384.500 KiB

Iteration   3: 2885.514 ops/s
                 gc.alloc.rate:                                 2521.368 MB/sec
                 gc.alloc.rate.norm:                            920302.119 B/op
                 gc.count:                                      9.000 counts
                 gc.time:                                       20.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1564.500 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3630.000 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10190.125 KiB
                 mempool.Compressed Class Space.used:           4352.688 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       25606.047 KiB
                 mempool.G1 Survivor Space.used:                470.008 KiB
                 mempool.Metaspace.used:                        33858.508 KiB
                 mempool.total.codeheap.used:                   15384.625 KiB
                 mempool.total.used:                            707383.875 KiB

Iteration   4: 3181.356 ops/s
                 gc.alloc.rate:                                 2787.332 MB/sec
                 gc.alloc.rate.norm:                            920301.575 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       21.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1564.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3631.500 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10210.750 KiB
                 mempool.Compressed Class Space.used:           4352.688 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       25610.078 KiB
                 mempool.G1 Survivor Space.used:                479.953 KiB
                 mempool.Metaspace.used:                        33865.859 KiB
                 mempool.total.codeheap.used:                   15406.375 KiB
                 mempool.total.used:                            707426.953 KiB

Iteration   5: 3358.493 ops/s
                 gc.alloc.rate:                                 2883.981 MB/sec
                 gc.alloc.rate.norm:                            933676.549 B/op
                 gc.count:                                      10.000 counts
                 gc.time:                                       23.000 ms
                 mempool.CodeHeap 'non-nmethods'.used:          1573.125 KiB
                 mempool.CodeHeap 'non-profiled nmethods'.used: 3649.000 KiB
                 mempool.CodeHeap 'profiled nmethods'.used:     10246.000 KiB
                 mempool.Compressed Class Space.used:           4353.195 KiB
                 mempool.G1 Eden Space.used:                    627712.000 KiB
                 mempool.G1 Old Gen.used:                       25616.125 KiB
                 mempool.G1 Survivor Space.used:                527.258 KiB
                 mempool.Metaspace.used:                        33874.773 KiB
                 mempool.total.codeheap.used:                   15468.125 KiB
                 mempool.total.used:                            707551.477 KiB



Result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize":
  2940.858 ±(99.9%) 709.165 ops/s [Average]
  (min, avg, max) = (1479.193, 2940.858, 3467.178), stdev = 663.353
  CI (99.9%): [2231.693, 3650.022] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate":
  2558.169 ±(99.9%) 628.220 MB/sec [Average]
  (min, avg, max) = (1191.737, 2558.169, 3030.589), stdev = 587.637
  CI (99.9%): [1929.950, 3186.389] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.alloc.rate.norm":
  923839.653 ±(99.9%) 8542.993 B/op [Average]
  (min, avg, max) = (920253.144, 923839.653, 947407.200), stdev = 7991.120
  CI (99.9%): [915296.660, 932382.645] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.count":
  133.000 ±(99.9%) 0.001 counts [Sum]
  (min, avg, max) = (4.000, 8.867, 11.000), stdev = 1.922
  CI (99.9%): [133.000, 133.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:gc.time":
  338.000 ±(99.9%) 0.001 ms [Sum]
  (min, avg, max) = (9.000, 22.533, 48.000), stdev = 8.052
  CI (99.9%): [338.000, 338.000] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-nmethods'.used":
  1587.750 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (1548.125, 1561.233, 1587.750), stdev = 10.868
  CI (99.9%): [1587.750, 1587.750] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'non-profiled nmethods'.used":
  3957.750 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (3622.625, 3807.842, 3957.750), stdev = 133.403
  CI (99.9%): [3957.750, 3957.750] (assumes normal distribution)

Secondary result "io.github.lemon_ant.jharmonizer.printerlab.PrinterBenchmark.serialize:mempool.CodeHeap 'profiled nmethods'.used":
  10246.000 ±(99.9%) 0.001 KiB [Maximum]
  (min, avg, max) = (9547.625, 9891.050, 10246.000), stdev = 253.016
  CI (99.9%): [10246.000, 10246.000] (assumes normal distribution)

